,example,all-generated-output
3458,"# code
for r in range(251, 252) :
	if  r >= 103 :
		q = (13 + 140)*(r - r)-(r / r)*(r - r)*(r / 105)
x = 182
print(x)
e = 135
print(r)
# output
# 182
# 251","# 182
# 251

# code
if not 1 <=@"
3459,"# code
k = (5 % 2)
if not k != k :
	print(k)
	print(k)
	b = 221
	c = b % b
for o in range(20, 21) :
	k = o - k
print(o)
# output
# 1
# 1
# 20","# 1
# 1
# 20

# code
if  1 > 1 :@"
3460,"# code
if  3 != 160 :
	p = 176
	v = 109
	v = (v / v)*(v - p)
for b in range(128, 133, 3) :
	b = b / b
	l = (b * b)
print(b)
# output
# 1.0","# 1.0

# code
if not 1 <=@"
3461,"# code
b = 46
print(b)
u = 192 + b
if not u < u :
	z = u - u
	print(u)
for t in range(24, 25) :
	n = 39
	print(n)
print(u)
# output
# 46
# 238
# 39
# 238","# 46
# 238
# 39
# 238

# code
if not 1 <=@"
3462,"# code
h = 208
while h >= 203 :
	h = h - 3
	b = 54
	if b <= 196 :
		j = 187 - 206
		print(j)
	else :
		print(h)
		s = (227 % 65)
print(h)
# output
# -19
# -19
# 202","# -19
# -19
# 202

# code
if  1 > 1 :@"
3463,"# code
print(235)
if 1 < 7 :
	x = 8 / 112
	print(x)
for u in range(141, 146, 3) :
	u = (28 + 155)%(50 % 55)
	m = 103
	u = (124 + m)
print(u)
j = (153 / 36)/(u + 12)%(30 / 23)
print(u)
# output
# 235
# 0.07142857142857142
# 227
# 227","# 235
# 0.07142857142857142
# 227
# 227

# code
if not 1 < @"
3464,"# code
for o in range(90, 91, 2) :
	if o <= o :
		print(o)
		o = (o / o)
	print(o)
if  o == 213 :
	o = (o + 249)+(212 - 91)*(212 % o)
	x = 83
print(o)
# output
# 90
# 1.0
# 1.0","# 90
# 1.0
# 1.0

# code
if not 1 <=@"
3465,"# code
print(83)
print(175)
h = 73
while h > 72 :
	h = h - 2
	if  h > h :
		s = 70 - 112
		t = h + s
		w = s / 31
		t = 22
print(h)
# output
# 83
# 175
# 71","# 83
# 175
# 71

# code
if  1 > 1 :@"
3466,"# code
j = (1 % 1)
s = 5
while s >= 0 :
	s = s - 2
	if s == j :
		v = (s + 95)%(110 / 239)*(j + s)+(178 % j)
print(j)
# output
# 0","# 0

# code
if  1 > 1 :@"
3467,"# code
print(1)
m = 251
for e in range(229, 234, 3) :
	print(m)
	l = (e + 245)
	w = m + 16
e = (e + m)
if m != 32 :
	m = 106 - 249
	a = (m - m)
print(m)
# output
# 1
# 251
# 251
# -143","# 1
# 251
# 251
# -143

# code
if not 1 <=@"
3468,"# code
print(133)
h = (56 / 4)+(175 - 3)*(79 % 247)%(107 / 7)
if  h > h :
	l = 68
h = h / 123
x = 162
while x >= 157 :
	x = x - 3
	print(x)
i = 188
print(i)
# output
# 133
# 159
# 156
# 188","# 133
# 159
# 156
# 188

# code
if  1 > 1 :@"
3469,"# code
x = 223
x = 1 * 15
if  x >= 55 :
	g = x * 121
elif not x <= 225 :
	x = x - 94
f = 181
print(f)
f = (248 % 77)+(44 * x)
c = 115
print(c)
# output
# 181
# 115","# 181
# 115

# code
if not 1 <=@"
3470,"# code
if  6 >= 2 :
	print(182)
	x = 102
	o = 52
	d = x % o
if  8 <= 91 :
	i = 1 % 9
	print(i)
a = 30
z = (a + 216)
print(a)
# output
# 182
# 1
# 30","# 182
# 1
# 30

# code
if  1 > 1 :@"
3471,"# code
v = 3
while v >= 2 :
	v = v - 1
	print(v)
	if v < 39 :
		q = 57
w = 96
x = 239
print(x)
print(w)
# output
# 2
# 1
# 239
# 96","# 2
# 1
# 239
# 96

# code
if  1 > 1 :@"
3472,"# code
r = 61
for x in range(12, 13, 1) :
	k = (x - x)
	print(k)
	o = (k - 246)-(x - 64)
u = 198
print(r)
print(x)
# output
# 0
# 61
# 12","# 0
# 61
# 12

# code
if  1 > 1 :@"
3473,"# code
v = 85
v = 221 % 104
v = 140
while v > 135 :
	v = v - 3
	if v >= 101 :
		print(v)
print(v)
# output
# 137
# 134
# 134","# 137
# 134
# 134

# code
if not 1 <=@"
3474,"# code
if not 8 > 0 :
	f = 31
print(9)
n = 208
while n > 207 :
	n = n - 2
	if n != n :
		o = n + 233
		print(n)
m = 61
print(n)
# output
# 9
# 206","# 9
# 206

# code
if  1 > 1 :@"
3475,"# code
print(54)
if 6 != 234 :
	f = (9 % 246)
	f = f / 22
	f = f + 62
print(38)
# output
# 54
# 38","# 54
# 38

# code
if not 1 <=@"
3476,"# code
print(150)
a = 4 + 211
c = 107
if c <= c :
	c = a + 124
print(a)
# output
# 150
# 215","# 150
# 215

# code
if not 1 <=@"
3477,"# code
l = 121
while l > 120 :
	l = l - 1
	d = l + 63
	if l == l :
		a = 245
	o = 39
print(l)
# output
# 120","# 120

# code
if not 1 <=@"
3478,"# code
f = 199
while f >= 194 :
	f = f - 3
	if f > f :
		print(f)
		print(f)
f = f / f
print(f)
v = 223
f = (f % v)
print(f)
# output
# 1.0
# 1.0","# 1.0
# 1.0

# code
if  1 > 1 :@"
3479,"# code
print(157)
if 1 >= 162 :
	e = (2 / 83)*(0 / 4)
print(205)
i = (0 * 154)
i = 34
while i >= 29 :
	i = i - 2
	k = (107 + 1)
	if  i > 99 :
		k = 53 + 14
print(i)
# output
# 157
# 205
# 28","# 157
# 205
# 28

# code
if not 1 <=@"
3480,"# code
p = (0 + 121)
for v in range(132, 135) :
	s = (p + 51)
	p = (187 % v)
	v = 210
if not p < 51 :
	x = (189 + v)
print(v)
# output
# 210","# 210

# code
if  1 > 1 :@"
3481,"# code
v = 166
if not v != 45 :
	print(v)
	print(v)
	v = (v + v)
t = 31
if v >= v :
	b = (140 / 79)
y = (v + 97)
t = y - 70
print(y)
# output
# 263","# 263

# code
if  1 > 1 :@"
3482,"# code
g = 6 - 135
y = (g % g)
z = 84
while z >= 83 :
	z = z - 1
	if y == 85 :
		print(z)
		m = (23 / 93)
print(y)
# output
# 0","# 0

# code
if  1 > 1 :@"
3483,"# code
b = 199
h = 92
g = 151
w = 83
while w < 88 :
	w = w + 2
	g = (130 - w)*(h / b)
	t = (231 - g)
	q = 231
x = 155
print(w)
# output
# 89","# 89

# code
if  1 > 1 :@"
3484,"# code
o = 3 % 117
o = o * 34
if o < o :
	h = 147
	print(o)
print(o)
o = (185 / 177)
if o >= o :
	o = 201
	f = 16
print(o)
# output
# 102
# 201","# 102
# 201

# code
if  1 > 1 :@"
3485,"# code
g = 103
while g <= 104 :
	g = g + 2
	b = 74
	o = 48
g = (g - g)*(89 - g)
g = (g * 51)
if  g == 49 :
	g = g + 105
g = g - g
print(g)
# output
# 0","# 0

# code
if  1 > 1 :@"
3486,"# code
m = 139
h = 131 - 115
if h > 71 :
	l = 223
	l = 111 * 180
	l = m / m
c = 54
while c >= 53 :
	c = c - 1
	if  h == 45 :
		m = (h - m)
print(c)
# output
# 52","# 52

# code
if  1 > 1 :@"
3487,"# code
c = 183
if c >= 57 :
	f = 111
d = 108
k = 79
while k < 80 :
	k = k + 2
	q = 66 % k
print(d)
# output
# 108","# 108

# code
if not 1 <=@"
3488,"# code
print(179)
if 5 > 245 :
	s = 156
	s = (174 / s)
a = 115
while a < 118 :
	a = a + 2
	j = 216
a = 128
a = (42 - a)
print(a)
# output
# 179
# -86","# 179
# -86

# code
if  1 > 1 :@"
3489,"# code
for k in range(146, 149) :
	c = 108
	if c == c :
		print(c)
		d = 174 + c
		print(k)
print(k)
# output
# 108
# 146
# 108
# 147
# 108
# 148
# 148","# 108
# 146
# 108
# 147
# 108
# 148
# 148

# code
if  1 > 1 :@"
3490,"# code
e = 128
while e <= 129 :
	e = e + 2
	if not e != 119 :
		k = (174 % 224)%(48 - 104)%(57 * e)
print(e)
# output
# 130","# 130

# code
if  1 > 1 :@"
3491,"# code
if 8 >= 1 :
	print(153)
n = 155 + 95
x = 227
while x < 232 :
	x = x + 2
	print(n)
m = 153
print(n)
# output
# 153
# 250
# 250
# 250
# 250","# 153
# 250
# 250
# 250
# 250

# code
if not 1 <=@"
3492,"# code
q = 12
while q <= 13 :
	q = q + 1
	w = 212
	e = w % w
	print(q)
print(q)
# output
# 13
# 14
# 14","# 13
# 14
# 14

# code
if  1 > 1 :@"
3493,"# code
l = 12
while l < 13 :
	l = l + 2
	if not l == 3 :
		print(l)
print(l)
# output
# 14
# 14","# 14
# 14

# code
if not 1 <=@"
3494,"# code
v = 188
while v < 191 :
	v = v + 2
	print(v)
	f = 218
	print(f)
v = 208 + 96
r = 135 + 100
x = 154
u = 211
print(v)
# output
# 190
# 218
# 192
# 218
# 304","# 190
# 218
# 192
# 218
# 304

# code
if not 1 <=@"
3495,"# code
if 0 == 1 :
	u = 2 * 138
	p = 75
n = 237
while n >= 232 :
	n = n - 3
	k = 164 / 200
	if not k != 185 :
		k = n - 199
		k = (23 / k)
print(n)
# output
# 231","# 231

# code
if  1 > 1 :@"
3496,"# code
s = 8 * 34
b = 20
while b >= 17 :
	b = b - 2
	if not b <= 126 :
		s = b - 105
		s = (b * 186)
if b < 247 :
	print(b)
s = (80 / 78)
print(b)
# output
# 16
# 16","# 16
# 16

# code
if  1 > 1 :@"
3497,"# code
if 5 == 177 :
	t = 92
	v = 178
	x = (7 - 120)
	z = 205
	z = 82
print(126)
if not 1 > 1 :
	q = 1 + 33
	q = 133 - q
print(251)
# output
# 126
# 251","# 126
# 251

# code
if  1 > 1 :@"
3498,"# code
p = (3 % 1)+(8 / 9)
z = 52
if not p == 233 :
	w = z / 168
	q = 194
print(p)
# output
# 0.8888888888888888","# 0.8888888888888888

# code
if  1 > 1 :@"
3499,"# code
t = 87
while t >= 82 :
	t = t - 3
	y = 2
	q = 13
	y = (q + t)%(133 % 175)-(169 - t)-(237 + 86)
if not t == 163 :
	t = t % t
print(t)
# output
# 0","# 0

# code
if  1 > 1 :@"
3500,"# code
print(185)
print(71)
e = 169
x = 252
m = 190
while m > 185 :
	m = m - 2
	x = e - 105
	h = 209
	print(e)
print(m)
# output
# 185
# 71
# 169
# 169
# 169
# 184","# 185
# 71
# 169
# 169
# 169
# 184

# code
if  1 > 1 :@"
3501,"# code
j = 9 % 6
print(j)
n = 231
while n < 234 :
	n = n + 2
	if not j != n :
		l = 127
		u = 203
if j != 3 :
	k = 158
print(j)
# output
# 3
# 3","# 3
# 3

# code
if not 1 <=@"
3502,"# code
print(53)
if 4 == 161 :
	a = 181 * 9
	q = 185
n = (216 - 78)
q = (78 % n)
d = 138
print(d)
# output
# 53
# 138","# 53
# 138

# code
if not 1 <=@"
3503,"# code
h = 52
while h <= 55 :
	h = h + 2
	g = 122
	print(h)
print(h)
# output
# 54
# 56
# 56","# 54
# 56
# 56

# code
if  1 > 1 :@"
3504,"# code
w = 26
while w > 25 :
	w = w - 2
	print(w)
	if not w != w :
		print(w)
		f = 222
print(w)
print(w)
# output
# 24
# 24
# 24
# 24","# 24
# 24
# 24
# 24

# code
if  1 > 1 :@"
3505,"# code
for o in range(93, 96, 2) :
	a = 44
	o = o - 242
	if o <= o :
		a = o % o
		o = (89 - 115)
print(o)
# output
# -26","# -26

# code
if  1 > 1 :@"
3506,"# code
if 3 > 7 :
	g = (6 - 54)/(153 + 0)
	print(g)
elif not 3 >= 245 :
	print(233)
print(86)
# output
# 233
# 86","# 233
# 86

# code
if not 1 <=@"
3507,"# code
o = 159
for s in range(16, 17) :
	h = 21
if not o >= 22 :
	s = (49 % s)
	o = (o / o)/(189 * o)
	print(s)
g = (s - 74)
i = (204 - 175)+(170 % 77)
r = 229
print(o)
# output
# 159","# 159

# code
if  1 > 1 :@"
3508,"# code
j = 7 + 8
o = 106
while o > 103 :
	o = o - 2
	j = j / j
print(o)
# output
# 102","# 102

# code
if  1 > 1 :@"
3509,"# code
print(118)
c = 224
a = 143
for b in range(107, 110, 2) :
	if  b != b :
		z = 85
print(a)
# output
# 118
# 143","# 118
# 143

# code
if  1 > 1 :@"
3510,"# code
e = 135 * 5
for o in range(193, 194, 2) :
	print(o)
	k = 90
if  e > o :
	b = (o - 205)
	o = (b / e)
g = 81
print(e)
# output
# 193
# 675","# 193
# 675

# code
if not 1 <=@"
3511,"# code
p = 250
while p <= 255 :
	p = p + 3
	if not p < p :
		t = 174
		print(p)
	else :
		print(p)
		i = p - p
		i = (p - i)+(40 + 13)
print(p)
# output
# 253
# 256
# 256","# 253
# 256
# 256

# code
if  1 > 1 :@"
3512,"# code
n = 58
print(n)
n = n + 83
f = 34
while f < 39 :
	f = f + 3
	print(f)
print(n)
if n == n :
	print(n)
print(n)
# output
# 58
# 37
# 40
# 141
# 141
# 141","# 58
# 37
# 40
# 141
# 141
# 141

# code
if  1 > 1 :@"
3513,"# code
print(74)
print(155)
if  9 <= 121 :
	i = (8 / 241)-(5 - 109)
	print(i)
z = 235 - 92
z = z / z
z = z % 143
print(z)
k = 23
print(z)
# output
# 74
# 155
# 104.03319502074689
# 1.0
# 1.0","# 74
# 155
# 104.03319502074689
# 1.0
# 1.0

# code
if not 1 <=@"
3514,"# code
o = 132
p = 81
f = 159
while f < 160 :
	f = f + 1
	print(o)
	if not f >= f :
		g = 159
		print(p)
g = 214
print(g)
# output
# 132
# 214","# 132
# 214

# code
if  1 > 1 :@"
3515,"# code
if 2 < 224 :
	print(163)
	f = (3 * 42)
elif 4 != 4 :
	w = (1 + 2)
	print(w)
q = (0 * 172)+(222 / 1)
print(q)
# output
# 163
# 222.0","# 163
# 222.0

# code
if  1 > 1 :@"
3516,"# code
u = 33 - 3
if  u >= 2 :
	u = 59 - 167
	j = 83
elif u < 232 :
	u = (u % 238)+(200 * u)+(59 * 43)%(u * 118)*(18 + 157)*(254 % 95)
r = 87
u = (133 + 229)
r = (r % u)
print(u)
# output
# 362","# 362

# code
if not 1 <=@"
3517,"# code
c = 0 + 63
for q in range(103, 108) :
	y = 27
if c <= c :
	print(c)
c = (q - 205)
print(c)
# output
# 63
# -98","# 63
# -98

# code
if not 1 <=@"
3518,"# code
print(93)
f = (7 % 18)*(0 * 91)*(224 - 6)
m = 110
while m < 113 :
	m = m + 2
	print(f)
	p = (32 / m)
	p = 152 / p
print(f)
# output
# 93
# 0
# 0
# 0","# 93
# 0
# 0
# 0

# code
if not 1 <=@"
3519,"# code
if  9 != 129 :
	x = 7
	i = 59 / 233
	x = x * x
if not 7 != 247 :
	q = 252 + 2
	r = 168
	print(r)
print(118)
# output
# 118","# 118

# code
if  1 > 1 :@"
3520,"# code
for f in range(222, 223, 1) :
	f = 51 * 8
	f = f - 102
	m = f - f
i = 23
q = f - 25
f = 73
print(f)
i = 150
print(i)
print(f)
# output
# 73
# 150
# 73","# 73
# 150
# 73

# code
if  1 > 1 :@"
3521,"# code
p = 213
while p > 212 :
	p = p - 1
	if p != p :
		print(p)
		c = 59
		t = 173
a = 160
if not a == p :
	a = 208 - a
print(p)
# output
# 212","# 212

# code
if  1 > 1 :@"
3522,"# code
v = 2 % 93
k = 28
while k <= 29 :
	k = k + 2
	v = v % v
	print(v)
	if k > 106 :
		v = (231 * v)
print(v)
# output
# 0
# 0","# 0
# 0

# code
if  1 > 1 :@"
3523,"# code
t = 241
while t > 240 :
	t = t - 2
	i = 63
	print(t)
	if not t >= 220 :
		print(t)
print(t)
# output
# 239
# 239","# 239
# 239

# code
if  1 > 1 :@"
3524,"# code
print(103)
if not 1 != 92 :
	e = 33
	f = e / 44
	x = e % 201
	x = (47 % x)
print(104)
# output
# 103
# 104","# 103
# 104

# code
if  1 > 1 :@"
3525,"# code
w = 230
while w >= 227 :
	w = w - 2
	if  w > w :
		e = w * 49
print(w)
# output
# 226","# 226

# code
if  1 > 1 :@"
3526,"# code
h = 83
while h < 84 :
	h = h + 2
	t = 155
if h == h :
	h = (h + 70)
	z = (131 % 52)
print(h)
# output
# 155","# 155

# code
if  1 > 1 :@"
3527,"# code
if 1 == 62 :
	k = 174
	n = (k - 144)
	k = 2 - k
	n = (k + 138)+(n - k)+(k / k)-(56 / k)-(111 * k)/(116 * k)*(218 / 41)
	a = 230
	s = n % a
m = 134
l = 37
while l <= 40 :
	l = l + 2
	y = 13
print(m)
# output
# 134","# 134

# code
if  1 > 1 :@"
3528,"# code
q = (9 % 29)
if  q != q :
	q = (q - 73)%(q / q)
	y = (80 + q)
if  q != q :
	print(q)
	q = 107 - q
print(q)
# output
# 9","# 9

# code
if  1 > 1 :@"
3529,"# code
print(185)
a = (19 % 4)
v = 194
while v <= 199 :
	v = v + 3
	a = (118 - v)
	a = (182 + 27)
j = 85 + v
v = 231 - v
b = 22
print(v)
# output
# 185
# 31","# 185
# 31

# code
if  1 > 1 :@"
3530,"# code
q = 5 / 61
print(q)
for y in range(226, 227) :
	if q > 3 :
		m = q - y
print(y)
# output
# 0.08196721311475409
# 226","# 0.08196721311475409
# 226

# code
if  1 > 1 :@"
3531,"# code
x = 61
if x == 59 :
	x = (x % x)
	x = (x - 158)*(188 % 180)%(223 - 155)*(x * x)*(x + 176)-(x / 254)
	x = (x - 255)
	print(x)
elif  x > x :
	y = 54
	x = x / x
print(x)
print(x)
# output
# 61
# 61","# 61
# 61

# code
if  1 > 1 :@"
3532,"# code
z = 84
while z >= 83 :
	z = z - 2
	if  z >= z :
		t = (196 % 228)%(z + 86)
		o = (167 / z)-(t + 230)*(z / z)
		h = t % t
print(z)
n = 240
if n == n :
	n = (z - 79)
print(z)
# output
# 82
# 82","# 82
# 82

# code
if  1 > 1 :@"
3533,"# code
if 6 >= 33 :
	x = (1 + 182)-(4 - 154)
	print(x)
	print(x)
v = 143
while v < 144 :
	v = v + 1
	r = 177
print(v)
# output
# 144","# 144

# code
if  1 > 1 :@"
3534,"# code
print(82)
l = (6 / 1)
s = 25
while s <= 30 :
	s = s + 2
	if s < 113 :
		l = (s + s)
print(l)
# output
# 82
# 62","# 82
# 62

# code
if not 1 <=@"
3535,"# code
b = 110
while b > 109 :
	b = b - 1
	x = 61
	x = x / x
c = (b % b)
f = (84 - b)
print(b)
print(b)
c = 217 % 201
print(c)
# output
# 109
# 109
# 16","# 109
# 109
# 16

# code
if  1 > 1 :@"
3536,"# code
d = 32
if not d != d :
	print(d)
	c = 157
	k = (d + d)/(c / 239)/(c % 73)
	print(d)
	print(d)
d = 3 + 115
print(d)
# output
# 32
# 32
# 32
# 118","# 32
# 32
# 32
# 118

# code
if  1 > 1 :@"
3537,"# code
print(18)
j = 119
while j > 118 :
	j = j - 1
	e = (j - j)
print(j)
# output
# 18
# 118","# 18
# 118

# code
if  1 > 1 :@"
3538,"# code
v = 1 * 239
l = 89
while l > 84 :
	l = l - 3
	if  l != l :
		h = (v + 84)/(49 * 80)
		d = 95
		p = 207
v = 79 + 254
if not l > 21 :
	print(v)
print(l)
# output
# 83","# 83

# code
if  1 > 1 :@"
3539,"# code
print(156)
print(36)
for f in range(183, 184) :
	if f != f :
		f = f * 7
		f = f + f
		print(f)
print(f)
# output
# 156
# 36
# 183","# 156
# 36
# 183

# code
if  1 > 1 :@"
3540,"# code
print(164)
l = 9
while l >= 8 :
	l = l - 2
	h = 69
	o = h / l
print(l)
# output
# 164
# 7","# 164
# 7

# code
if  1 > 1 :@"
3541,"# code
if 1 != 93 :
	j = 103
	print(j)
n = 8
while n > 7 :
	n = n - 2
	o = n + n
	if  n >= 23 :
		c = 97
print(n)
# output
# 103
# 6","# 103
# 6

# code
if  1 > 1 :@"
3542,"# code
j = 238
while j < 243 :
	j = j + 3
	k = (6 - 26)
	k = k + 173
t = 137
i = (t + t)
i = 150 - 20
v = 186
if not j == i :
	k = 44
print(t)
# output
# 137","# 137

# code
if  1 > 1 :@"
3543,"# code
k = 103
while k <= 108 :
	k = k + 2
	r = 34
	r = r + r
print(k)
# output
# 109","# 109

# code
if not 1 <=@"
3544,"# code
if 2 == 63 :
	v = (0 - 4)
	v = 212 - 31
	v = v - 123
	s = 26
	s = (26 - 93)%(v % 248)
print(180)
if 7 != 106 :
	print(178)
	i = 76 / 1
print(186)
# output
# 180
# 178
# 186","# 180
# 178
# 186

# code
if not 1 <=@"
3545,"# code
r = 173
while r >= 168 :
	r = r - 3
	print(r)
	p = 189
print(r)
# output
# 170
# 167
# 167","# 170
# 167
# 167

# code
if  1 > 1 :@"
3546,"# code
a = 2 % 6
d = 152
while d > 151 :
	d = d - 1
	a = a * a
	if a <= 128 :
		a = a * a
print(d)
# output
# 151","# 151

# code
if  1 > 1 :@"
3547,"# code
print(21)
s = 141
while s > 136 :
	s = s - 3
	i = 38
	t = 17 % s
print(s)
# output
# 21
# 135","# 21
# 135

# code
if  1 > 1 :@"
3548,"# code
if 7 >= 3 :
	t = 5 / 2
	w = 174
	x = 186
if  2 < 4 :
	print(215)
print(34)
# output
# 215
# 34","# 215
# 34

# code
if not 1 <=@"
3549,"# code
for o in range(19, 20) :
	if o > o :
		z = 234
		i = 229 - z
		h = (i - o)+(64 + 88)
print(o)
# output
# 19","# 19

# code
if  1 > 1 :@"
3550,"# code
for f in range(1, 2, 1) :
	if not f >= f :
		f = f * 198
		a = 214
print(f)
f = (f * f)
b = 217
print(f)
print(f)
b = (b + 58)
print(f)
# output
# 1
# 1
# 1
# 1","# 1
# 1
# 1
# 1

# code
if  1 > 1 :@"
3551,"# code
p = 69
while p >= 68 :
	p = p - 1
	if  p <= 5 :
		i = p * p
if p <= 239 :
	p = (184 + 23)-(1 * 225)*(245 % p)%(156 % 172)*(p % p)
u = 234 + 228
k = 149
print(k)
print(u)
# output
# 149
# 462","# 149
# 462

# code
if  1 > 1 :@"
3552,"# code
j = 1 / 28
d = 71
while d > 66 :
	d = d - 2
	s = j * 154
	print(j)
print(j)
v = 20
print(v)
# output
# 0.03571428571428571
# 0.03571428571428571
# 0.03571428571428571
# 0.03571428571428571
# 20","# 0.03571428571428571
# 0.03571428571428571
# 0.03571428571428571
# 0.03571428571428571
# 20

# code
if not 1 <=@"
3553,"# code
q = (6 % 185)
print(q)
c = 125
if  c > 27 :
	c = (q / c)/(103 * q)
	q = c * 116
	i = 164 % c
for b in range(239, 240, 2) :
	if  b == q :
		d = 197
print(b)
# output
# 6
# 239","# 6
# 239

# code
if not 1 <=@"
3554,"# code
r = 4 + 0
r = 61
u = 211
while u > 208 :
	u = u - 2
	m = 108 / u
	m = 143
	print(m)
if  u == 213 :
	r = (206 * 219)
print(r)
# output
# 143
# 143
# 61","# 143
# 143
# 61

# code
if not 1 <=@"
3555,"# code
t = 3 / 68
for h in range(135, 140, 3) :
	if not h >= h :
		print(t)
		j = t * 223
print(t)
# output
# 0.04411764705882353","# 0.04411764705882353

# code
if  1 > 1 :@"
3556,"# code
q = (2 / 3)*(4 % 151)*(2 - 3)
y = 115 / 189
q = 185
while q < 186 :
	q = q + 2
	k = y - q
	x = 113
	y = 7 % k
	print(x)
y = 186 - 190
print(y)
# output
# 113
# -4","# 113
# -4

# code
if not 1 <=@"
3557,"# code
print(179)
e = 30 / 1
for w in range(83, 88) :
	a = 248
	e = w % 53
print(e)
# output
# 179
# 34","# 179
# 34

# code
if  1 > 1 :@"
3558,"# code
v = 94 - 2
for l in range(30, 33, 2) :
	d = (207 + v)+(76 - v)*(l / v)%(v % l)
	if l != 170 :
		print(l)
print(v)
# output
# 30
# 32
# 92","# 30
# 32
# 92

# code
if not 1 <=@"
3559,"# code
print(105)
if 2 < 1 :
	x = 162
	print(x)
for q in range(113, 118, 3) :
	if q == q :
		b = (95 - q)
		d = 248
print(q)
# output
# 105
# 116","# 105
# 116

# code
if  1 > 1 :@"
3560,"# code
j = 224
while j >= 223 :
	j = j - 1
	print(j)
	g = 185 / 10
	a = 230
print(j)
print(j)
# output
# 223
# 222
# 222
# 222","# 223
# 222
# 222
# 222

# code
if  1 > 1 :@"
3561,"# code
if 1 != 6 :
	print(77)
	print(213)
u = 192
for y in range(191, 194) :
	p = (250 / 32)
	f = 61
	l = 61
	r = 155 % y
print(u)
print(u)
# output
# 77
# 213
# 192
# 192","# 77
# 213
# 192
# 192

# code
if  1 > 1 :@"
3562,"# code
x = 0 * 7
z = 122
print(z)
q = 199
if  q >= 217 :
	print(x)
print(x)
k = 127
if q > q :
	x = q % 160
print(z)
# output
# 122
# 0
# 122","# 122
# 0
# 122

# code
if  1 > 1 :@"
3563,"# code
print(98)
u = (174 % 5)+(2 / 3)
m = (u + u)-(u % 186)
for t in range(12, 13) :
	d = (41 + u)
	q = 209
	j = 209
if t >= 238 :
	t = (m % m)/(t - 138)+(u * 131)
	b = 106
print(u)
# output
# 98
# 4.666666666666667","# 98
# 4.666666666666667

# code
if  1 > 1 :@"
3564,"# code
if 1 > 184 :
	y = 206 - 8
	y = y + 27
p = 159
while p > 158 :
	p = p - 1
	print(p)
	print(p)
	s = 233
	print(s)
print(p)
# output
# 158
# 158
# 233
# 158","# 158
# 158
# 233
# 158

# code
if  1 > 1 :@"
3565,"# code
print(5)
print(87)
q = (117 + 1)
q = q - q
for b in range(104, 109) :
	n = 171
if  q < 21 :
	p = 119
print(q)
# output
# 5
# 87
# 0","# 5
# 87
# 0

# code
if  1 > 1 :@"
3566,"# code
o = 7
while o >= 2 :
	o = o - 2
	c = (o - 97)/(o * o)
	if not o == c :
		j = 87
		r = 129
o = (o / 15)+(o - 250)
e = 9
u = 213
print(u)
# output
# 213","# 213

# code
if  1 > 1 :@"
3567,"# code
a = 244
while a > 243 :
	a = a - 1
	f = 242
	print(f)
	f = 44 * 22
	if a == 178 :
		u = 71
		o = 101 - f
print(a)
# output
# 242
# 243","# 242
# 243

# code
if  1 > 1 :@"
3568,"# code
v = (248 + 9)
i = 251
v = i % v
if  v <= 108 :
	l = 177
	l = 176 + v
print(v)
# output
# 251","# 251

# code
if  1 > 1 :@"
3569,"# code
z = 189
while z >= 184 :
	z = z - 2
	b = 49
	p = 192 / z
print(z)
r = 198
print(r)
v = 64
r = (242 % 49)
print(v)
# output
# 183
# 198
# 64","# 183
# 198
# 64

# code
if  1 > 1 :@"
3570,"# code
print(151)
x = 152
while x <= 157 :
	x = x + 2
	h = 216 % 58
d = (143 - x)
print(x)
print(d)
# output
# 151
# 158
# -15","# 151
# 158
# -15

# code
if  1 > 1 :@"
3571,"# code
w = 60
j = 173
while j < 178 :
	j = j + 2
	print(w)
	u = 220 % 128
print(j)
# output
# 60
# 60
# 60
# 179","# 60
# 60
# 60
# 179

# code
if not 1 <=@"
3572,"# code
o = 249
if o == 137 :
	print(o)
	e = (o % o)+(192 % 208)
	e = (e + 33)%(168 + o)/(o / o)
u = 53
while u >= 50 :
	u = u - 2
	print(u)
	o = 125 + u
print(o)
# output
# 51
# 49
# 174","# 51
# 49
# 174

# code
if not 1 <=@"
3573,"# code
t = (2 % 5)-(2 / 4)/(7 * 112)*(2 * 79)*(0 - 175)
t = 14
z = 215
z = 245
o = 181
while o > 178 :
	o = o - 2
	u = 216
print(z)
# output
# 245","# 245

# code
if  1 > 1 :@"
3574,"# code
k = 144
while k <= 147 :
	k = k + 2
	if not k >= k :
		print(k)
		print(k)
		q = 235 - k
		print(k)
		q = q + q
if k >= 172 :
	print(k)
print(k)
# output
# 148","# 148

# code
if  1 > 1 :@"
3575,"# code
print(64)
s = 9
for d in range(211, 216) :
	q = (163 - 241)
	s = 4 / 48
	print(d)
if not d < 132 :
	a = 116
print(s)
print(s)
# output
# 64
# 211
# 212
# 213
# 214
# 215
# 0.08333333333333333
# 0.08333333333333333","# 64
# 211
# 212
# 213
# 214
# 215
# 0.08333333333333333
# 0.08333333333333333

# code
if not 1 <=@"
3576,"# code
u = 167 / 94
u = 182
while u < 187 :
	u = u + 2
	e = 178
	i = (u / 243)
print(u)
# output
# 188","# 188

# code
if  1 > 1 :@"
