,example,all-generated-output
1469,"# code
d = (1 - 66)%(6 * 116)
y = (192 / d)-(95 % d)
m = (220 - y)*(y / y)
m = 67 / 213
print(d)
n = 78
r = 63
print(y)
# output
# 631
# -94.69572107765451","# 19
# -1.9642857142857142

# code
if not 1 <=@"
1470,"# code
print(38)
for r in range(57, 62, 3) :
	r = 75 % 23
print(r)
t = (r - 43)
t = 69
t = r * t
print(t)
# output
# 38
# 6
# 414","# 38
# 12
# -388

# code
if not 1 @"
1471,"# code
d = 10
while d > 5 :
	d = d - 2
	l = (25 / 1)/(59 + d)
	j = 158
print(d)
if d == 51 :
	d = 112 % 204
	print(d)
p = (d + 118)-(d - 159)
print(p)
# output
# 4
# 277","# 4
# 124

# code
if not 1 <=@"
1472,"# code
c = 152
if  c <= c :
	c = (26 / 128)
	c = (c + c)
	m = 253
p = 179
while p >= 174 :
	p = p - 2
	if  p > 89 :
		h = 2
print(c)
# output
# 0.40625","# 0.234375

# code
if  1 > 1 @"
1473,"# code
i = 105 / 8
i = (51 % i)-(i + i)
if i >= 123 :
	i = 131 + 121
	c = 1
	h = 121
	h = c - 173
f = 253
while f > 252 :
	f = f - 1
	print(i)
print(i)
# output
# -14.625
# -14.625","# -1.0
# -1.0

# code
if  1 >= 1 :
	pri@"
1474,"# code
j = 182
q = 103
while q <= 108 :
	q = q + 2
	j = (137 - j)
	j = 170 / 8
j = j % 89
print(j)
# output
# 21.25","# 19.75

# code
if  1 > 1 :@"
1475,"# code
for s in range(46, 47, 2) :
	if  s != 126 :
		s = (s - 32)
		s = s % 213
		q = (s % s)
if  s == s :
	s = (s % 255)/(131 % s)
	w = 75
print(s)
print(s)
# output
# 2.8
# 2.8","# 0.0
# 0.0

# code
if not 1 <=@"
1476,"# code
r = 184
c = 146
while c > 141 :
	c = c - 2
	e = c % 229
	print(e)
print(c)
c = c - 10
c = (c + 132)%(88 % 125)
if c != 60 :
	print(r)
print(c)
# output
# 144
# 142
# 140
# 140
# 184
# 86","# 144
# 142
# 140
# 184
# 184
# 11

# code
if not 1 <=@"
1477,"# code
o = (91 % 2)%(2 * 2)/(2 * 4)/(123 - 7)-(14 / 235)%(2 % 3)-(144 + 8)%(4 / 4)
o = (o + 81)-(o / 84)%(o * 222)*(o * o)/(153 - 164)
o = (o + o)
print(o)
if o > o :
	print(o)
	o = 217 - 45
b = (o + 233)
for k in range(252, 253) :
	o = 185 % 64
print(k)
# output
# 161.88300580297602
# 252","# -10.000000000000002
# 252

# code
if  1 >= 1@"
1478,"# code
print(42)
c = 146 / 198
for o in range(89, 94, 2) :
	if not o >= 100 :
		c = (o / o)*(191 * 210)*(162 % 60)%(c / c)+(147 * 24)%(c + 144)+(171 / c)
		o = (125 - c)
	else :
		print(c)
print(o)
# output
# 42
# 59.13838774187488","# 42
# -144.0

# code
if  1 > 1 :
	print(136@"
1479,"# code
s = 220 / 18
for t in range(46, 51, 3) :
	t = (s / s)*(s / 104)%(179 - t)
	k = 69
if t == 178 :
	s = (t % t)
print(s)
# output
# 12.222222222222221","# 12.11111111111111

# code
if  1 > 1 :
@"
1480,"# code
v = 239
l = 11
while l < 12 :
	l = l + 2
	print(l)
	print(l)
r = 27 / 186
print(r)
# output
# 13
# 13
# 0.14516129032258066","# 13
# 13
# 0.1404494382022472

# code
if  1 > 1 :
@"
1481,"# code
x = 142
while x <= 147 :
	x = x + 2
	u = 56
h = 250
x = (78 / 173)/(x + 68)
print(x)
k = 55 / h
print(k)
# output
# 0.002087347463070006
# 0.22","# 0.000801063829787234
# 0.23497267759562843

# c@"
1482,"# code
for i in range(192, 193) :
	if i > 217 :
		w = 255
		u = 12
		r = 2
i = (75 % 64)
t = (i / 98)
i = (14 % t)
if not t != i :
	b = 141
print(i)
# output
# 0.08163265306122452","# 0.01020408163265306

# code
if  1 > 1 :@"
1483,"# code
if  5 != 89 :
	print(237)
	z = (4 - 7)
	r = 24
l = (1 * 2)-(129 * 6)
v = 253
a = 179
f = 33
while f >= 32 :
	f = f - 2
	y = 173
print(l)
# output
# 237
# -772","# 237
# -843

# code
if  1 > 1 :@"
1484,"# code
if  5 < 4 :
	y = 43
	y = y * 170
	y = y % 107
elif 1 < 2 :
	j = 160
	j = 157 / 73
	j = j / 117
	print(j)
print(110)
# output
# 0.018381922491511535
# 110","# 0.011235955056179775
# 110

# code
if  1 > 1 :@"
1485,"# code
for m in range(255, 260, 3) :
	v = (133 - 170)
	print(v)
	m = (v + 95)
	m = v / m
print(m)
# output
# -37
# -37
# -0.6379310344827587","# -37
# -37
# -0.21875

# code
if not 1 <= 1 :
	print@"
1486,"# code
y = 99
while y < 100 :
	y = y + 2
	e = y - 65
if  y > y :
	print(y)
	i = 109 - y
f = (y / 147)
y = (f + 248)-(45 % f)*(y % f)
print(y)
print(y)
# output
# 248.68707482993196
# 248.68707482993196","# 248.00000000000002
# 248.00000000000002

# code
if  1 > 1 :@"
1487,"# code
c = 221
while c < 222 :
	c = c + 1
	j = (107 / 157)*(103 - c)/(c + 75)+(c * c)/(158 % c)
	j = 172 + c
	e = 170
	print(c)
a = 154 / 135
q = 43 % c
print(a)
# output
# 222
# 1.1407407407407408","# 222
# 1.1111111111111112

# code
if  1 > 1 :@"
1488,"# code
n = 80
while n > 75 :
	n = n - 2
	if n >= n :
		z = 27
		z = z % n
k = (169 - n)
print(n)
n = (159 - 58)-(k / 230)
k = k % n
print(k)
# output
# 74
# 95.0","# 74
# 1.1043478260869565

# co@"
1489,"# code
print(28)
for q in range(225, 226, 2) :
	print(q)
	q = (81 / q)%(79 - 164)
print(q)
print(q)
print(q)
# output
# 28
# 225
# -84.64
# -84.64
# -84.64","# 28
# 225
# -85.65714285714286
# -85.65714285714286
# -8@"
1490,"# code
for u in range(22, 27) :
	k = 77 + 65
	o = 49
print(u)
z = (u / 30)/(144 / 25)
print(z)
# output
# 26
# 0.15046296296296297","# 26
# 0.05333333333333334

# code
if  1 > 1 :@"
1491,"# code
z = (8 * 5)-(4 / 89)%(5 + 103)
print(z)
y = 223
while y >= 222 :
	y = y - 2
	p = 101
print(y)
# output
# 39.95505617977528
# 221","# 44.95890410958904
# 221

# code
if  1 > 1 :@"
1492,"# code
for w in range(244, 245) :
	w = 150 - 180
w = (91 / 69)
s = (w % 212)
s = (w % s)+(w * w)/(74 - 40)
if  w >= 176 :
	a = (w + 36)%(w + 10)
print(s)
print(s)
# output
# 0.05115707278500563
# 0.05115707278500563","# 1.0217391304347827
# 1.0217391304347827

# code
if  1 > 1 :
	@"
1493,"# code
for a in range(2, 7, 3) :
	if a < a :
		a = (13 / a)-(a + a)
		g = 131
		t = (81 * a)%(33 / a)+(a / 173)
		t = (a + 246)+(211 + t)
a = 83 / a
a = a + a
print(a)
# output
# 33.2","# 10.25

# code
if  1 > 1 @"
1494,"# code
g = (4 % 4)
b = 224
if g != 34 :
	g = (25 * b)%(76 / b)+(g / b)
	q = 148
print(g)
# output
# 0.08928571428545251","# 0.0

# code
if  1 > 1 :
	print(176)
	pr@"
1495,"# code
p = 53 / 6
print(p)
g = 37
while g >= 32 :
	g = g - 3
	if g <= p :
		p = (61 * p)
		h = g * 226
		z = (15 * 105)
	else :
		n = (64 + p)-(g % p)
print(p)
# output
# 8.833333333333334
# 8.833333333333334","# 8.166666666666666
# 8.166666666666666

# code
if  1 > 1 :@"
1496,"# code
if not 3 != 5 :
	z = 9
	z = (z * 162)*(132 % 168)*(z % z)*(88 / z)
	u = (244 * z)*(9 % 10)
elif not 7 >= 4 :
	print(30)
r = 115 / 223
print(r)
# output
# 0.515695067264574","# 0.5022026431718062

# code
if  1 > 1 @"
1497,"# code
q = (1 / 4)/(62 - 3)/(4 / 216)*(1 + 23)
q = q * 32
i = 129
while i > 128 :
	i = i - 2
	print(q)
print(q)
# output
# 175.72881355932202
# 175.72881355932202","# 1.0000000000000002
# 1.0000000000000002

# code
if  1 > 1 :@"
1498,"# code
x = 214
if  x == 9 :
	print(x)
else :
	x = (236 - x)
	x = x % 100
	y = 55
	x = (51 + 26)
x = 87 / x
print(x)
# output
# 1.12987012987013","# 1.8571428571428572

# code
if  1 > 1@"
1499,"# code
c = (5 + 2)+(36 / 222)
for o in range(232, 233, 1) :
	l = 155
if o != 251 :
	print(o)
	print(o)
	o = 12 / 115
	q = (o - 155)%(o + 118)-(o * 90)
print(c)
o = (94 + 32)%(c + o)
print(o)
# output
# 232
# 232
# 7.162162162162162
# 2.4693301997649755","# 232
# 232
# 4.13953488372093
# 12.13953488372093

# code
if  1 > 1 :
	@"
1500,"# code
f = 20
while f > 15 :
	f = f - 2
	i = (f / f)
if f >= 188 :
	t = 32
	print(t)
g = 78
f = f / g
print(f)
# output
# 0.1794871794871795","# 0.1891891891891892

# code
if  1 > 1 :@"
1501,"# code
p = 9 + 4
print(p)
for u in range(48, 51) :
	u = p + 19
	if u != u :
		u = 198 - 207
		e = u / u
	elif not p <= u :
		u = p / u
		z = (u % u)
print(u)
# output
# 13
# 32","# 13
# 22

# code
if  1 > 1 :@"
1502,"# code
if  0 == 5 :
	print(99)
	a = (3 * 3)
	l = (a + 95)*(a / a)-(a - 48)/(166 - a)
for x in range(130, 131, 1) :
	x = (14 % x)+(37 / x)
	print(x)
print(x)
# output
# 14.284615384615385
# 14.284615384615385","# 14.266666666666667
# 14.266666666666667

# code
if  1 > 1 :@"
1503,"# code
z = 51 % 211
z = 104 % z
o = 120
while o <= 121 :
	o = o + 2
	print(o)
	print(z)
if o >= 154 :
	o = z - 54
	o = o / z
print(z)
# output
# 122
# 2
# 2","# 122
# 33
# 33

# code
if not 1 @"
1504,"# code
for e in range(209, 214, 2) :
	if  e >= e :
		e = 88 + 113
		e = (168 / 187)
	print(e)
e = (237 * 3)
e = 249 % e
print(e)
z = e % e
print(e)
# output
# 0.8983957219251337
# 0.8983957219251337
# 0.8983957219251337
# 249
# 249","# 0.9090909090909091
# 0.9090909090909091
# 0.9090909090909091
# 249
# 249

# code
if not 1 < @"
1505,"# code
o = (179 % 164)-(9 - 1)*(2 - 1)*(111 % 2)-(7 % 111)
w = 131
while w >= 126 :
	w = w - 2
	print(o)
	if o >= w :
		print(o)
		o = (w - 37)
print(w)
# output
# 0
# 0
# 0
# 125","# 109
# 109
# 109
# 125

# code
if no@"
1506,"# code
v = 25 / 71
i = 191
print(v)
w = 177
while w <= 180 :
	w = w + 2
	if not v < v :
		print(i)
		print(v)
print(v)
# output
# 0.352112676056338
# 191
# 0.352112676056338
# 191
# 0.352112676056338
# 0.352112676056338","# 0.30985915492957744
# 191
# 0.30985915492957744
# 191
# 0.30985915492957744
# 0.30985915492957744

# code
if @"
1507,"# code
r = 3 / 132
u = (r - 97)/(166 / 55)
c = 223
while c > 220 :
	c = c - 2
	x = 73
print(u)
# output
# -32.131024096385545","# -13.089068825910932

# code
if  1 > 1 :@"
1508,"# code
if  5 < 8 :
	b = (8 * 5)
a = 113
while a < 118 :
	a = a + 2
	print(a)
a = 125 / a
print(a)
# output
# 115
# 117
# 119
# 1.050420168067227","# 115
# 117
# 119
# 1.0420168067226891

# code
if  1 > 1 @"
1509,"# code
w = 222 - 2
for c in range(100, 101) :
	w = 93 - c
	print(c)
	c = 156 - 162
	print(w)
print(c)
b = 152
print(c)
print(c)
print(c)
# output
# 100
# -7
# -6
# -6
# -6
# -6","# 100
# -17
# -14
# -14
# -14
# -14

# code
if  1 @"
1510,"# code
k = (1 - 3)/(3 / 3)
z = (k * 39)+(189 - 114)
print(k)
w = 232
while w < 237 :
	w = w + 2
	o = 6
	s = 189
	k = (k * k)
	s = (z / w)+(242 + k)
print(k)
# output
# -2.0
# 256.0","# -1.0
# 0.0

# code
if not 1 <= 1@"
1511,"# code
for y in range(102, 107, 3) :
	x = y / 30
	l = 158
	x = 69 - l
y = (y / 12)
if not y != y :
	l = 234
	l = (68 % l)
print(y)
print(y)
print(y)
# output
# 8.75
# 8.75
# 8.75","# 8.5
# 8.5
# 8.5

# code
if not 1 <= 1 @"
1512,"# code
if  3 > 1 :
	n = (160 - 180)
print(28)
s = (8 % 8)
l = 143 % 101
s = (s - l)
m = 216
print(s)
# output
# 28
# -42","# 28
# -3

# code
if not 1 <= @"
1513,"# code
c = 151
u = 146
while u <= 151 :
	u = u + 2
	a = (u + c)
	if c == 37 :
		a = (u % 247)
u = u / c
print(u)
# output
# 1.0066225165562914","# 1.0381679389312977

# code
if  1 > 1 :@"
1514,"# code
u = 148
u = u + u
if not u != u :
	u = u - 20
	print(u)
print(u)
# output
# 276
# 276","# 208
# 208

# code
if not 1 <=@"
1515,"# code
for j in range(53, 54) :
	j = j + j
	print(j)
w = 173
z = (w + 52)-(w - 7)
print(w)
if z < 164 :
	print(w)
print(z)
# output
# 106
# 173
# 173
# 59","# 106
# 173
# 173
# 225

# code
if not 1 <@"
1516,"# code
if 1 <= 1 :
	v = (1 % 232)
a = 226
while a >= 225 :
	a = a - 2
	print(a)
	b = 100
print(a)
a = a - 187
a = 179 + a
print(a)
# output
# 224
# 224
# 216","# 224
# 224
# 192

# code
if not 1 <=@"
1517,"# code
print(185)
c = 112
while c <= 117 :
	c = c + 2
	print(c)
	if c >= 96 :
		print(c)
c = c % 20
if c > 39 :
	c = (c / 192)-(c + 153)*(c * c)
print(c)
# output
# 185
# 114
# 114
# 116
# 116
# 118
# 118
# 18","# 185
# 114
# 114
# 116
# 116
# 118
# 118
# 8

# code
if  1 > 1 :
@"
1518,"# code
t = 154
while t >= 153 :
	t = t - 2
	d = t / 243
print(t)
print(t)
print(t)
t = (30 * t)/(130 * t)
u = 97
print(t)
# output
# 152
# 152
# 152
# 0.23076923076923078","# 152
# 152
# 152
# 0.9076923076923077

# code
if  1 > 1 :
@"
1519,"# code
z = (1 % 3)
print(z)
for e in range(116, 121, 2) :
	z = (239 / e)
	if not e == 99 :
		print(z)
print(e)
# output
# 1
# 2.060344827586207
# 2.0254237288135593
# 1.9916666666666667
# 120","# 1
# 1.9107142857142858
# 1.8823529411764706
# 1.8529411764705883
# 120

# code
if not 1 <@"
1520,"# code
j = 14
print(j)
y = (75 % j)
y = (j % y)
n = 167
while n < 170 :
	n = n + 2
	j = (y * 126)
	z = 96 - j
j = j + y
print(j)
# output
# 14
# 508","# 14
# 14

# code
if  1 > 1 :
@"
1521,"# code
u = 45
while u < 50 :
	u = u + 2
	k = 196 / 64
	z = 67
if not u > 250 :
	u = 87 / 71
	print(u)
u = (u % 202)
print(u)
# output
# 1.2253521126760563
# 1.2253521126760563","# 1.295774647887324
# 1.295774647887324

# code
if  1 > 1 :
	@"
1522,"# code
g = 220 + 63
for n in range(105, 110) :
	v = (n % 101)+(134 * 225)/(218 * g)+(221 + 136)
	if  v > g :
		print(g)
		print(n)
		g = 163 + n
print(n)
# output
# 283
# 105
# 268
# 106
# 269
# 107
# 270
# 108
# 271
# 109
# 109","# 283
# 105
# 284
# 106
# 285
# 107
# 286
# 108
# 287
# 109
# 109

# code
if  1 > 1 :@"
1523,"# code
w = (34 - 2)%(40 + 5)+(156 - 9)
c = 30 % 109
s = 148 / c
if s <= 223 :
	print(s)
print(w)
# output
# 4.933333333333334
# 179","# 2.75
# 133

# code
if not 1 <= 1 :
	print(1@"
1524,"# code
t = 119 - 36
t = (t + t)%(129 - t)
j = 87
while j < 88 :
	j = j + 1
	t = 219 - 12
	print(t)
	print(t)
	t = 201 - t
if t != 53 :
	print(j)
print(t)
# output
# 207
# 207
# 88
# -6","# 207
# 207
# 88
# -9

# code
if not 1 <=@"
1525,"# code
for s in range(35, 36, 2) :
	j = 141
r = 17
b = (r * 13)-(88 % 2)-(s - 79)%(r * 39)
print(b)
print(s)
print(b)
print(b)
print(s)
s = (222 + 224)
print(s)
# output
# -398
# 35
# -398
# -398
# 35
# 446","# 191
# 35
# 191
# 191
# 35
# 446

# code
if  1 > 1 :
	p@"
1526,"# code
print(228)
n = 204 % 145
if n <= n :
	c = n + n
	print(c)
	print(c)
n = n - 60
y = 3
print(n)
print(y)
print(n)
# output
# 228
# 118
# 118
# -1
# 3
# -1","# 228
# 108
# 108
# -1
# 3
# -1

# code
if  1 > 1 :@"
1527,"# code
for n in range(246, 249, 2) :
	n = (70 % 14)*(n * 152)
	y = (238 / 154)%(n + 149)-(197 * 93)%(240 + n)/(215 / 139)-(71 - 177)
	print(n)
	r = 192
n = 86 / 197
m = (167 + n)
w = (m - n)
print(m)
# output
# 0
# 0
# 167.43654822335026","# 0
# 0
# 167.41436464088398

# code
if not 1 < @"
1528,"# code
v = 10 - 72
v = (231 % v)+(77 / v)
if v != 58 :
	print(v)
	g = 0
print(v)
# output
# -18.241935483870968
# -18.241935483870968","# -10.0
# -10.0

# code
if  1 > 1 :
	print(176)
	print(16)
	pri@"
1529,"# code
p = (181 / 167)
m = 12
while m >= 11 :
	m = m - 1
	p = p - m
print(p)
b = 141
print(p)
# output
# -19.91616766467066
# -19.91616766467066","# -10.988023952095809
# -10.988023952095809

# code
if  1 > 1@"
1530,"# code
f = (200 + 87)
t = 160
while t >= 159 :
	t = t - 2
	p = 115
	n = 121
	print(t)
if f == f :
	f = (f - 190)%(27 - f)+(94 + 49)
	t = 153 - 95
print(f)
# output
# 158
# -20","# 158
# 143

# code
if not 1 <=@"
1531,"# code
g = 153
while g <= 154 :
	g = g + 1
	w = 81
	w = (146 - 42)-(w + g)
	k = 202 / 243
if not g < 118 :
	u = g - 27
	print(g)
	g = (238 - u)
print(g)
# output
# 155
# 110","# 155
# 183

# code
if  1 > 1 :@"
1532,"# code
o = 73
while o >= 72 :
	o = o - 1
	g = 25
	g = 161 - o
	print(g)
	print(g)
u = 129 - o
n = 185
print(u)
print(n)
# output
# 89
# 89
# 90
# 90
# 58
# 185","# 89
# 89
# 88
# 88
# 58
# 185

# code
if  1 > 1 :@"
1533,"# code
i = (5 * 1)/(101 / 2)/(183 % 139)+(1 / 8)*(1 * 113)%(199 * 2)
n = 15
for o in range(208, 209, 1) :
	z = 140
	b = 35
	print(i)
u = 208
print(u)
s = 247
if not s > u :
	n = 203
print(i)
# output
# 14.127250225022502
# 208
# 14.127250225022502","# 11.11111111111111
# 208
# 11.11111111111111

# code
if  1 > 1 :
	@"
1534,"# code
f = 219
for b in range(153, 154) :
	k = 12
	print(b)
b = f / b
f = (f * b)
if f == b :
	b = (106 - f)
	print(b)
	i = (93 % 16)
print(f)
# output
# 153
# 313.47058823529414","# 153
# 153.0

# code
if  1 > 1 :
	print(176)
@"
1535,"# code
f = 243
print(f)
n = 119
while n >= 118 :
	n = n - 1
	print(n)
	a = 76
f = (n % 221)+(218 - 79)-(n % 14)
print(f)
# output
# 243
# 118
# 117
# 251","# 243
# 118
# 117
# 211

# code
if not 1 <=@"
1536,"# code
print(162)
print(117)
q = 22
while q <= 23 :
	q = q + 2
	m = (q % 127)%(158 - 236)
	h = 195 - q
n = 46
u = 224
j = 249 / u
print(j)
# output
# 162
# 117
# 1.1116071428571428","# 162
# 117
# 1.1129032258064515

# code
if  1 > 1 :@"
1537,"# code
u = (0 + 124)
u = u - 203
for f in range(38, 43) :
	print(u)
	s = 195
	f = 48
	f = 53
h = 221 + 124
u = h + 229
print(h)
print(u)
# output
# -79
# -79
# -79
# -79
# -79
# 345
# 574","# -79
# -79
# -79
# -79
# -79
# 345
# 674

# code
if not 1 <=@"
1538,"# code
l = 28
while l < 29 :
	l = l + 2
	u = 180
	m = 235
print(l)
print(l)
if l >= l :
	l = 69 / l
	c = l + 209
print(l)
# output
# 30
# 30
# 2.3","# 30
# 30
# 2.15

# code
if not 1 <@"
1539,"# code
n = 146 - 8
for x in range(240, 241) :
	print(x)
	if n == n :
		x = n - x
		n = x / 198
		g = 28
print(x)
c = 46
print(n)
# output
# 240
# -102
# -0.5151515151515151","# 240
# -104
# -0.7676767676767676

# code
if  1 > 1 :@"
1540,"# code
n = (79 + 3)%(127 - 182)
r = 85
while r < 86 :
	r = r + 2
	n = 55 + 149
	n = (n - 88)-(26 % n)/(n - 138)
	n = (133 / n)
print(n)
# output
# 1.1504587155963302","# 0.7142857142857143

# code
if  1 > 1 :@"
1541,"# code
for s in range(223, 228, 2) :
	s = (87 / s)
	print(s)
n = 105
i = s - n
e = (i + n)
s = n / e
print(n)
d = i + 238
print(d)
print(e)
# output
# 0.3901345291479821
# 0.38666666666666666
# 0.3832599118942731
# 105
# 133.38325991189427
# 0.383259911894271","# 0.38341968911917096
# 0.38016528925619836
# 0.3791469194312796
# 105
# 105.0
# 105.0

# code
if  1 > 1 :
	print(176)
	print(116)@"
1542,"# code
i = 168
while i <= 169 :
	i = i + 1
	print(i)
if i != 234 :
	print(i)
	i = i / 115
print(i)
print(i)
# output
# 169
# 170
# 170
# 1.4782608695652173
# 1.4782608695652173","# 169
# 170
# 170
# 1.5391304347826087
# 1.5391304347826087

# code
if  1 > 1 :@"
1543,"# code
print(86)
e = 2 / 123
for p in range(158, 163, 3) :
	x = 203
	p = e * 88
	print(p)
print(p)
# output
# 86
# 1.4308943089430897
# 1.4308943089430897
# 1.4308943089430897","# 86
# 0.016260162601626018
# 0.016260162601626018
# 0.016260162601626018

# code
if  1@"
1544,"# code
y = 100
if y < y :
	x = 221
	print(y)
	print(x)
r = y % 121
for e in range(69, 74, 3) :
	t = 173
print(r)
r = (r + y)*(r - y)+(238 % 123)/(r / y)+(e / r)*(e % 149)
print(r)
# output
# 100
# 166.84","# 100
# 105.0

# code
if  1 > 1 :
@"
1545,"# code
k = (183 + 94)
for j in range(236, 237, 1) :
	j = (77 + 102)
	if not j > 213 :
		print(j)
		j = (j + j)
		k = 200
		j = j / k
	j = (j % j)
j = (j - 107)
print(j)
# output
# 179
# -107.0","# -107

# code
if  1 > 1 :
	print(@"
1546,"# code
if 2 >= 103 :
	print(26)
	w = (255 - 155)
	print(w)
	w = (230 % 253)-(w % 0)
c = (201 + 5)/(6 % 8)
print(c)
print(c)
print(c)
m = 250
while m >= 245 :
	m = m - 3
	print(c)
print(c)
# output
# 34.333333333333336
# 34.333333333333336
# 34.333333333333336
# 34.333333333333336
# 34.333333333333336
# 34.333333333333336","# 30.166666666666668
# 30.166666666666668
# 30.166666666666668
# 30.166666666666668
# 30.166666666666668
# 30.166666666666668

# code
if  1 >= 1 @"
1547,"# code
for h in range(52, 57) :
	r = 173
	c = 244
k = 86
c = 135 % k
if  k < 78 :
	h = 27
	g = c % 73
	x = 189
print(h)
print(c)
# output
# 56
# 49","# 56
# 59

# code
if not 1 <=@"
1548,"# code
v = (203 % 5)
print(v)
r = 249
j = (229 + 28)-(236 + 182)
if  j == r :
	v = v % 227
	g = 53
	print(r)
j = (j + r)
t = 95
print(j)
# output
# 3
# 88","# 3
# -104

# code
if  1 > 1@"
1549,"# code
q = 244
w = 232
while w <= 233 :
	w = w + 2
	print(w)
	print(q)
r = 48
m = 168
m = (67 * 73)/(157 * 87)*(23 % 200)
n = 199 % m
print(m)
# output
# 234
# 244
# 8.235815213412401","# 234
# 244
# 0.041401273885350316

# code
if  1 > @"
1550,"# code
p = 193
print(p)
p = (143 - 232)/(211 * 230)
p = p * 202
if p <= p :
	w = 93
	w = (76 % 249)
	w = p * 223
p = p / 176
n = 94
while n < 95 :
	n = n + 1
	j = 219
print(p)
# output
# 193
# -0.002104836745780492","# 193
# 0.000108033000108033

# code
if  1 > 1 :
@"
1551,"# code
for u in range(220, 221) :
	n = 240
m = 42 % 150
m = u / m
print(m)
if  m != 17 :
	u = (166 - 146)*(m % m)
print(u)
# output
# 5.238095238095238
# 0.0","# 2.75
# 0.0

# code
if not 1 <= 1 :
	print(1@"
1552,"# code
d = 239
for v in range(40, 43, 2) :
	k = 10
i = (150 - 15)
i = (10 + 102)/(i * 169)*(v + 189)
print(i)
# output
# 1.1339907955292572","# 0.009174311926605505

# code
if  1 > 1@"
1553,"# code
c = (214 / 142)
for l in range(30, 33, 2) :
	h = c % 45
	if l == 110 :
		m = 75 * 134
print(c)
# output
# 1.5070422535211268","# 1.5492957746478873

# code
if  1 > 1 :@"
1554,"# code
i = (9 + 3)
i = (55 % 60)
i = 191 / i
print(i)
i = (41 / i)*(i + 50)
o = 62
while o > 61 :
	o = o - 2
	i = 28 - i
print(i)
# output
# 3.4727272727272727
# -603.3141361256544","# 32.0
# -19.0

# code
if  1 > 1 :
	print(17)
	print(10)
	pri@"
1555,"# code
f = 3 - 2
j = 59
for q in range(88, 93, 3) :
	f = q - 159
	j = 77
	f = q % j
	if  j != 231 :
		m = 19
if q > f :
	f = f / f
print(f)
# output
# 1.0","# 9

# code
if  1 > 1 :
	@"
1556,"# code
e = 4 % 3
c = 117
if c >= 88 :
	e = (c - c)-(226 - e)
c = (79 / e)/(36 + 178)
e = 107 - c
if e == 52 :
	u = 12
	r = (c % 28)%(108 % 202)
f = (177 % 128)
print(c)
# output
# -0.001640706126687435","# 0.011111111111111112

# code
if  1 > 1 :
@"
1557,"# code
if not 4 < 8 :
	g = 134 / 61
	print(g)
	l = (g * 70)
elif  1 == 41 :
	b = 6 / 252
y = (0 / 1)/(6 / 190)-(103 - 221)-(9 * 2)-(1 * 2)%(126 % 169)*(217 / 123)
print(y)
print(y)
# output
# 96.47154471544715
# 96.47154471544715","# 118.0
# 118.0

# code
if  1 > 1 :
	print(136)
	print(11)
@"
1558,"# code
if 2 < 34 :
	x = 23
	r = x + 94
for i in range(159, 162, 2) :
	p = 154
x = (i + 200)*(31 / i)
print(x)
# output
# 69.50931677018633","# 12.0

# code
if  1 > 1 :
	print(176)
@"
1559,"# code
z = (123 + 0)/(79 - 55)%(136 + 36)
print(z)
if  z <= z :
	z = (z / 74)
	print(z)
elif  z < z :
	e = 130
	e = (z / z)+(58 * 2)
print(z)
# output
# 5.125
# 0.06925675675675676
# 0.06925675675675676","# 3.0
# 0.02702702702702703
# 0.02702702702702703

# code
if  1 > 1 :
	@"
1560,"# code
for u in range(91, 92) :
	print(u)
	print(u)
	print(u)
u = (u + 220)%(u / u)
x = 128
u = (x + 63)
if  u <= 254 :
	f = 30
	x = 242 + u
print(x)
# output
# 91
# 91
# 91
# 433","# 91
# 91
# 91
# 360

# code
if not 1 <=@"
1561,"# code
if  0 < 2 :
	n = 37 / 6
	print(n)
e = 86
while e >= 85 :
	e = e - 1
	b = 233
	b = (e % e)+(11 % 180)
z = 123
u = 101
print(u)
# output
# 6.166666666666667
# 101","# 5.5
# 101

# code
if not 1 <= 1 :
	print(17@"
1562,"# code
l = 122
for e in range(108, 109, 1) :
	l = (78 % 143)/(e % l)
	r = (l - 55)-(e * 4)/(153 / 192)
print(e)
print(e)
if e >= 101 :
	s = (e + e)-(l % 157)
print(l)
# output
# 108
# 108
# 0.7222222222222222","# 108
# 108
# 1.0

# code
if not 1 <= 1 :
	print(176@"
1563,"# code
z = 114
while z <= 115 :
	z = z + 1
	n = 170
if z < 253 :
	z = 176 + 190
	print(z)
	z = (z - 143)
z = z + z
print(z)
# output
# 366
# 446","# 366
# 232

# code
if not 1 <=@"
1564,"# code
r = 250
while r <= 253 :
	r = r + 2
	if r > 48 :
		s = 118 - r
k = 209
r = (16 / 138)
r = 15 - r
r = r / k
if  r > 164 :
	print(r)
print(r)
# output
# 0.07121558837805977","# 0.002369668246445498

# code
if  1 > 1 @"
1565,"# code
for b in range(18, 21, 2) :
	j = 213
	r = 120
print(b)
b = b - 129
if not b >= b :
	b = (50 % 182)
g = 55 - 9
t = b % 29
print(t)
print(g)
# output
# 20
# 7
# 46","# 20
# 1
# 46

# code
if not 1 <=@"
1566,"# code
s = 194
while s < 197 :
	s = s + 2
	if s > 163 :
		u = (221 % s)
if  s <= s :
	s = 74 / 51
	i = 60
	i = (s - s)
f = 146
print(s)
# output
# 1.4509803921568627","# 1.411764705882353

# code
if  1 > 1 :
@"
